userid	genesymbol	genename	entrezgene
ENSDARG00000000476	pms1	PMS1 homolog 1, mismatch repair system component	368631
ENSDARG00000000516	ankar	ankyrin and armadillo repeat containing	368636
ENSDARG00000052641	kpna3	karyopherin alpha 3 (importin alpha 4)	368640
ENSDARG00000079605	prmt5	protein arginine methyltransferase 5	368664
ENSDARG00000007989	nedd8	neural precursor cell expressed, developmentally down-regulated 8	368667
ENSDARG00000039578	pa2g4a	proliferation-associated 2G4, a	368737
ENSDARG00000042853	ivd	isovaleryl-CoA dehydrogenase	368775
ENSDARG00000000540	asnsd1	asparagine synthetase domain containing 1	368827
ENSDARG00000022303	higd1a	HIG1 hypoxia inducible domain family, member 1A	373084
ENSDARG00000004392	hdr	hematopoietic death receptor	373093
ENSDARG00000016143	xiap	X-linked inhibitor of apoptosis	373108
ENSDARG00000026766	bcl2l10	BCL2-like 10 (apoptosis facilitator)	373113
ENSDARG00000058088	aifm1	apoptosis-inducing factor, mitochondrion-associated 1	373125
ENSDARG00000051746	cecr1a	cat eye syndrome chromosome region, candidate 1a	373884
ENSDARG00000012684	atp2b1a	ATPase, Ca++ transporting, plasma membrane 1a	378746
ENSDARG00000091831	ddx27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	378844
ENSDARG00000103846	hspa5	heat shock protein 5	378848
ENSDARG00000037618	ddit4	DNA-damage-inducible transcript 4	378866
ENSDARG00000033735	ncf1	neutrophil cytosolic factor 1	378966
ENSDARG00000012899	ddx49	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	386632
ENSDARG00000029075	pfkfb4b	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4b	386663
ENSDARG00000037997	tubb5	tubulin, beta 5	386701
ENSDARG00000015088	dnajb11	DnaJ (Hsp40) homolog, subfamily B, member 11	386709
ENSDARG00000058868	apc	adenomatous polyposis coli	386762
ENSDARG00000044167	padi2	peptidyl arginine deiminase, type II	386792
ENSDARG00000026712	rab5c	RAB5C, member RAS oncogene family	386807
ENSDARG00000037397	ssrp1a	structure specific recognition protein 1a	386844
ENSDARG00000053130	pcp4a	Purkinje cell protein 4a	386848
ENSDARG00000020232	eif6	eukaryotic translation initiation factor 6	386850
ENSDARG00000096749	si:dkey-21c1.6	si:dkey-21c1.6	386981
ENSDARG00000036967	smox	spermine oxidase	387290
ENSDARG00000031100	ivns1abpa	influenza virus NS1A binding protein a	387591
ENSDARG00000020986	ctu1	cytosolic thiouridylase subunit 1 homolog (S. pombe)	393098
ENSDARG00000098433	utp6	UTP6, small subunit (SSU) processome component, homolog (yeast)	393107
ENSDARG00000042978	cyp2p6	cytochrome P450, family 2, subfamily P, polypeptide 6	393108
ENSDARG00000004160	reep3b	receptor accessory protein 3b	393130
ENSDARG00000012215	umps	uridine monophosphate synthetase	393143
ENSDARG00000020764	slmapb	sarcolemma associated protein b	393146
ENSDARG00000041376	rmi1	RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)	393149
ENSDARG00000042630	hebp2	heme binding protein 2	393167
ENSDARG00000002538	smu1a	smu-1 suppressor of mec-8 and unc-52 homolog a (C. elegans)	393168
ENSDARG00000044766	mitd1	MIT, microtubule interacting and transport, domain containing 1	393170
ENSDARG00000056984	rad9a	RAD9 checkpoint clamp component A	393176
ENSDARG00000002754	pdcd2l	programmed cell death 2-like	393192
ENSDARG00000090219	wdr45	WD repeat domain 45	393200
ENSDARG00000036848	slc43a2a	solute carrier family 43 (amino acid system L transporter), member 2a	393221
ENSDARG00000003827	snapc1b	small nuclear RNA activating complex, polypeptide 1b	393224
ENSDARG00000005128	rnaseh2b	ribonuclease H2, subunit B	393241
ENSDARG00000102630	zgc:56628	zgc:56628	393242
ENSDARG00000002298	ankrd22	ankyrin repeat domain 22	393244
ENSDARG00000098075	sh3bgrl3	SH3 domain binding glutamate-rich protein like 3	393248
ENSDARG00000070674	psmd6	proteasome 26S subunit, non-ATPase 6	393261
ENSDARG00000029445	zgc:56676	zgc:56676	393273
ENSDARG00000007405	strap	serine/threonine kinase receptor associated protein	393274
ENSDARG00000069878	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5)	393282
ENSDARG00000011662	chuk	conserved helix-loop-helix ubiquitous kinase	393287
ENSDARG00000023160	snrnp40	small nuclear ribonucleoprotein 40 (U5)	393292
ENSDARG00000028957	maff	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F	393307
ENSDARG00000045877	ube2nb	ubiquitin-conjugating enzyme E2Nb	393313
ENSDARG00000100531	abhd14b	abhydrolase domain containing 14B	393338
ENSDARG00000021753	ccdc25	coiled-coil domain containing 25	393359
ENSDARG00000007734	obfc1	STN1, CST complex subunit	393360
ENSDARG00000004525	zgc:63882	zgc:63882	393373
ENSDARG00000016775	aqr	aquarius intron-binding spliceosomal factor	393436
ENSDARG00000051902	prmt7	protein arginine methyltransferase 7	393475
ENSDARG00000037860	cox6b2	cytochrome c oxidase subunit VIb polypeptide 2	393478
ENSDARG00000042777	ndufa11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11	393497
ENSDARG00000033436	mboat7	membrane bound O-acyltransferase domain containing 7	393509
ENSDARG00000001880	stx3a	syntaxin 3A	393515
ENSDARG00000022845	lias	lipoic acid synthetase	393528
ENSDARG00000056964	ilk	integrin-linked kinase	393543
ENSDARG00000012892	ammecr1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 homolog (human)	393553
ENSDARG00000017388	gstt1b	glutathione S-transferase theta 1b	393556
ENSDARG00000055857	dopey2	dopey family member 2	393582
ENSDARG00000032277	rars2	arginyl-tRNA synthetase 2, mitochondrial (putative)	393589
ENSDARG00000054259	nat10	N-acetyltransferase 10	393617
ENSDARG00000012747	rer1	retention in endoplasmic reticulum sorting receptor 1	393648
ENSDARG00000045661	irf7	interferon regulatory factor 7	393650
ENSDARG00000098355	atp5h	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d	393675
ENSDARG00000013414	lin7a	lin-7 homolog A (C. elegans)	393682
ENSDARG00000057624	cops5	COP9 signalosome subunit 5	393698
ENSDARG00000028889	ndufb10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10	393703
ENSDARG00000003151	skp1	S-phase kinase-associated protein 1	393716
ENSDARG00000013044	ndufv2	NADH dehydrogenase (ubiquinone) flavoprotein 2	393720
ENSDARG00000030602	rps19	ribosomal protein S19	393723
ENSDARG00000098588	gchfr	GTP cyclohydrolase I feedback regulator	393735
ENSDARG00000008706	paip2b	poly(A) binding protein interacting protein 2B	393739
ENSDARG00000059304	chchd2	coiled-coil-helix-coiled-coil-helix domain containing 2	393740
ENSDARG00000007285	mrpl57	mitochondrial ribosomal protein L57	393748
ENSDARG00000016676	gnao1a	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, a	393760
ENSDARG00000045351	ccdc58	coiled-coil domain containing 58	393780
ENSDARG00000037259	ndufb6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6	393781
ENSDARG00000058650	dpm3	dolichyl-phosphate mannosyltransferase polypeptide 3	393782
ENSDARG00000056642	hdac9b	histone deacetylase 9b	393789
ENSDARG00000015006	dnm1l	dynamin 1-like	393896
ENSDARG00000026801	stau2	staufen double-stranded RNA binding protein 2	393899
ENSDARG00000020497	rab7	RAB7, member RAS oncogene family	393902
ENSDARG00000031971	kdelc1	KDEL (Lys-Asp-Glu-Leu) containing 1	393905
ENSDARG00000044484	cdc23	CDC23 (cell division cycle 23, yeast, homolog)	393907
ENSDARG00000016239	psmd13	proteasome 26S subunit, non-ATPase 13	393922
ENSDARG00000002271	zfand5b	zinc finger, AN1-type domain 5b	393923
ENSDARG00000102612	slc15a4	solute carrier family 15 (oligopeptide transporter), member 4	393932
ENSDARG00000021647	gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	393946
ENSDARG00000076526	gar1	GAR1 homolog, ribonucleoprotein	393950
ENSDARG00000026180	prpf8	pre-mRNA processing factor 8	393951
ENSDARG00000011418	sigmar1	sigma non-opioid intracellular receptor 1	393952
ENSDARG00000055022	pds5a	PDS5 cohesin associated factor A	393967
ENSDARG00000103845	zgc:55733	zgc:55733	393968
ENSDARG00000007196	rae1	ribonucleic acid export 1	393973
ENSDARG00000043105	qtrt1	queuine tRNA-ribosyltransferase 1	393985
ENSDARG00000038074	ergic3	ERGIC and golgi 3	393990
ENSDARG00000045463	ralaa	v-ral simian leukemia viral oncogene homolog Aa (ras related)	393993
ENSDARG00000090778	ttll1	tubulin tyrosine ligase-like family, member 1	393994
ENSDARG00000090585	gpc1b	glypican 1b	393995
ENSDARG00000010442	rnf11a	ring finger protein 11a	393996
ENSDARG00000055760	srm	spermidine synthase	394009
ENSDARG00000004470	prkcsh	protein kinase C substrate 80K-H	394028
ENSDARG00000016754	tbca	tubulin cofactor a	394029
ENSDARG00000035427	surf6	surfeit 6	394040
ENSDARG00000002002	lmcd1	LIM and cysteine-rich domains 1	394045
ENSDARG00000018106	eif2b3	eukaryotic translation initiation factor 2B, subunit 3 gamma	394049
ENSDARG00000104555	sh2d3cb	SH2 domain containing 3Cb	394051
ENSDARG00000102978	eif4a3	eukaryotic translation initiation factor 4A3	394053
ENSDARG00000003200	foxm1	forkhead box M1	394072
ENSDARG00000035324	hnrpl	heterogeneous nuclear ribonucleoprotein L	394074
ENSDARG00000045172	minpp1b	multiple inositol-polyphosphate phosphatase 1b	394075
ENSDARG00000001057	bysl	bystin-like	394081
ENSDARG00000029107	ube2d1a	ubiquitin-conjugating enzyme E2D 1a	394085
ENSDARG00000054578	arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1	394087
ENSDARG00000010789	homer3	homer scaffolding protein 3	394088
ENSDARG00000027803	sbds	Shwachman-Bodian-Diamond syndrome	394096
ENSDARG00000019060	snx12	sorting nexin 12	394098
ENSDARG00000011555	spag7	sperm associated antigen 7	394100
ENSDARG00000021439	ncoa4	nuclear receptor coactivator 4	394104
ENSDARG00000055477	pelo	pelota homolog (Drosophila)	394111
ENSDARG00000007959	hibadhb	3-hydroxyisobutyrate dehydrogenase b	394135
ENSDARG00000044688	dusp4	dual specificity phosphatase 4	394146
ENSDARG00000020544	rem1	RAS (RAD and GEM)-like GTP-binding 1	394149
ENSDARG00000012572	polr3f	polymerase (RNA) III (DNA directed) polypeptide F	394162
ENSDARG00000002168	tra2b	transformer 2 beta homolog (Drosophila)	394172
ENSDARG00000056601	plekha3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	394182
ENSDARG00000021220	hmgcl	3-hydroxymethyl-3-methylglutaryl-CoA lyase	394190
ENSDARG00000008383	arpc1a	actin related protein 2/3 complex, subunit 1A	394243
ENSDARG00000026595	pafah1b1b	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1b	394247
ENSDARG00000014763	arf2a	ADP-ribosylation factor 2a	399477
ENSDARG00000037203	insig2	insulin induced gene 2	399645
ENSDARG00000039130	cdkn3	cyclin-dependent kinase inhibitor 3	402796
ENSDARG00000075380	kri1	KRI1 homolog	402800
ENSDARG00000039338	gadd45gip1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	402803
ENSDARG00000041991	rrp9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	402808
ENSDARG00000003757	cnpy1	canopy1	402819
ENSDARG00000102490	asb2b	ankyrin repeat and SOCS box containing 2b	402848
ENSDARG00000042900	gtpbp1l	GTP binding protein 1, like	402863
ENSDARG00000005799	smim14	small integral membrane protein 14	402894
ENSDARG00000056307	znf706	zinc finger protein 706	402905
ENSDARG00000071116	eepd1	endonuclease/exonuclease/phosphatase family domain containing 1	402965
ENSDARG00000011125	snrpb	small nuclear ribonucleoprotein polypeptides B and B1	402966
ENSDARG00000035325	srsf7a	serine/arginine-rich splicing factor 7a	402972
ENSDARG00000011740	u2af2b	U2 small nuclear RNA auxiliary factor 2b	402989
ENSDARG00000042252	eif4h	eukaryotic translation initiation factor 4h	402996
ENSDARG00000044685	nr0b2a	nuclear receptor subfamily 0, group B, member 2a	403010
ENSDARG00000003526	psma5	proteasome subunit alpha 5	403011
ENSDARG00000017397	smarcc1a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1a	403020
ENSDARG00000023062	zgc:85866	cysteine-rich, angiogenic inducer, 61	403033
ENSDARG00000040959	rabl3	RAB, member of RAS oncogene family-like 3	403048
ENSDARG00000054533	araf	A-Raf proto-oncogene, serine/threonine kinase	403063
ENSDARG00000086425	prpf3	PRP3 pre-mRNA processing factor 3 homolog (yeast)	403072
ENSDARG00000027491	uros	uroporphyrinogen III synthase	404731
ENSDARG00000001803	kcnh6a	potassium voltage-gated channel, subfamily H (eag-related), member 6a	405763
ENSDARG00000045143	hbbe2	hemoglobin beta embryonic-2	405772
ENSDARG00000091555	ostf1	osteoclast stimulating factor 1	405783
ENSDARG00000016233	sdr16c5a	short chain dehydrogenase/reductase family 16C, member 5a	405814
ENSDARG00000025595	agmo	alkylglycerol monooxygenase	405819
ENSDARG00000043884	nup43	nucleoporin 43	405828
ENSDARG00000018593	parp16	poly (ADP-ribose) polymerase family, member 16	405842
ENSDARG00000038910	pccb	propionyl CoA carboxylase, beta polypeptide	405861
ENSDARG00000012591	pdcd10b	programmed cell death 10b	405869
ENSDARG00000039667	mrpl38	mitochondrial ribosomal protein L38	405881
ENSDARG00000053194	pdzd11	PDZ domain containing 11	405893
ENSDARG00000036721	tomm40l	translocase of outer mitochondrial membrane 40 homolog, like	405895
ENSDARG00000051916	cdk7	cyclin-dependent kinase 7	405897
ENSDARG00000021372	tob1b	transducer of ERBB2, 1b	406245
ENSDARG00000015111	ddx39ab	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39Ab	406249
ENSDARG00000011613	rbm39a	RNA binding motif protein 39a	406251
ENSDARG00000029011	xpnpep1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	406253
ENSDARG00000007885	fancl	Fanconi anemia, complementation group L	406255
ENSDARG00000053912	fbl	fibrillarin	406275
ENSDARG00000056473	chaf1b	chromatin assembly factor 1, subunit B	406285
ENSDARG00000023394	slc37a2	solute carrier family 37 (glucose-6-phosphate transporter), member 2	406287
ENSDARG00000019332	ndufb4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4	406306
ENSDARG00000103163	tomm20a	translocase of outer mitochondrial membrane 20	406309
ENSDARG00000075323	srfbp1	serum response factor binding protein 1	406321
ENSDARG00000007216	abce1	ATP-binding cassette, sub-family E (OABP), member 1	406324
ENSDARG00000037559	uba1	ubiquitin-like modifier activating enzyme 1	406335
ENSDARG00000100515	dusp1	dual specificity phosphatase 1	406340
ENSDARG00000100741	cdc20	cell division cycle 20 homolog	406353
ENSDARG00000103404	uchl5	ubiquitin carboxyl-terminal hydrolase L5	406357
ENSDARG00000098753	elmo1	engulfment and cell motility 1 (ced-12 homolog, C. elegans)	406364
ENSDARG00000016903	wdr5	WD repeat domain 5	406372
ENSDARG00000101047	rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase	406376
ENSDARG00000019924	cmpk	cytidylate kinase	406383
ENSDARG00000028119	sumo3a	small ubiquitin-like modifier 3a	406398
ENSDARG00000055912	nipa2	non imprinted in Prader-Willi/Angelman syndrome 2 (human)	406399
ENSDARG00000043371	mdh2	malate dehydrogenase 2, NAD (mitochondrial)	406405
ENSDARG00000009534	wls	wntless Wnt ligand secretion mediator	406420
ENSDARG00000037284	ptges3a	prostaglandin E synthase 3a (cytosolic)	406449
ENSDARG00000037158	rcc1	regulator of chromosome condensation 1	406457
ENSDARG00000020114	slc20a1a	solute carrier family 20, member 1a	406458
ENSDARG00000033609	map1lc3a	microtubule-associated protein 1 light chain 3 alpha	406466
ENSDARG00000031795	abcf1	ATP-binding cassette, sub-family F (GCN20), member 1	406467
ENSDARG00000016163	usp33	ubiquitin specific peptidase 33	406508
ENSDARG00000019810	nfe2l3	nuclear factor, erythroid 2-like 3	406512
ENSDARG00000014591	ilf2	interleukin enhancer binding factor 2	406517
ENSDARG00000032708	arl4cb	ADP-ribosylation factor-like 4Cb	406531
ENSDARG00000013856	amy2a	amylase, alpha 2A (pancreatic)	406539
ENSDARG00000042534	rsrc2	arginine/serine-rich coiled-coil 2	406566
ENSDARG00000058148	dnajc7	DnaJ (Hsp40) homolog, subfamily C, member 7	406579
ENSDARG00000099241	ppp2cb	protein phosphatase 2, catalytic subunit, beta isozyme	406582
ENSDARG00000016156	fam53b	family with sequence similarity 53, member B	406586
ENSDARG00000099865	hnrnpabb	heterogeneous nuclear ribonucleoprotein A/Bb	406594
ENSDARG00000017757	pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	406598
ENSDARG00000014428	ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	406610
ENSDARG00000098635	irf2bp2b	interferon regulatory factor 2 binding protein 2b	406614
ENSDARG00000036942	gpd1c	glycerol-3-phosphate dehydrogenase 1c	406615
ENSDARG00000100363	dcun1d5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	406622
ENSDARG00000039150	lgmn	legumain	406625
ENSDARG00000018010	crtap	cartilage associated protein	406626
ENSDARG00000042069	pebp1	phosphatidylethanolamine binding protein 1	406627
ENSDARG00000033855	rqcd1	RCD1 required for cell differentiation1 homolog (S. pombe)	406632
ENSDARG00000105014	mre11a	MRE11 homolog A, double strand break repair nuclease	406637
ENSDARG00000052728	sltm	SAFB-like, transcription modulator	406642
ENSDARG00000021811	calm1a	calmodulin 1a	406660
ENSDARG00000028614	mospd1	motile sperm domain containing 1	406678
ENSDARG00000010279	scamp2	secretory carrier membrane protein 2	406687
ENSDARG00000043209	nsun5	NOP2/Sun domain family, member 5	406690
ENSDARG00000030106	stmn4	stathmin-like 4	406710
ENSDARG00000087229	exoc7	exocyst complex component 7	406723
ENSDARG00000030573	nudt1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	406727
ENSDARG00000004851	hinfp	histone H4 transcription factor	406733
ENSDARG00000030064	plekha1a	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1a	406745
ENSDARG00000013122	maf1	MAF1 homolog, negative regulator of RNA polymerase III	406750
ENSDARG00000040310	prpf4bb	pre-mRNA processing factor 4Bb	406758
ENSDARG00000103978	sh3bp5b	SH3-domain binding protein 5b (BTK-associated)	406767
ENSDARG00000045199	zgc:55262	zgc:55262	406768
ENSDARG00000003808	aqp3a	aquaporin 3a	406777
ENSDARG00000104372	gnb1b	guanine nucleotide binding protein (G protein), beta polypeptide 1b	406796
ENSDARG00000008748	ube2na	ubiquitin-conjugating enzyme E2Na	406807
ENSDARG00000053101	prpf38b	pre-mRNA processing factor 38B	406810
ENSDARG00000042717	adipor1b	adiponectin receptor 1b	406821
ENSDARG00000103553	sf3b3	splicing factor 3b, subunit 3	406824
ENSDARG00000020607	emc3	ER membrane protein complex subunit 3	406826
ENSDARG00000023820	faxdc2	fatty acid hydroxylase domain containing 2	406828
ENSDARG00000036831	rnf41	ring finger protein 41	406837
ENSDARG00000002184	igbp1	immunoglobulin (CD79A) binding protein 1	406843
ENSDARG00000010078	nup133	nucleoporin 133	406852
ENSDARG00000020926	creb3l3l	cAMP responsive element binding protein 3-like 3 like	406853
ENSDARG00000038185	gh1	growth hormone 1	407639
ENSDARG00000015851	pnn	pinin, desmosome associated protein	407733
ENSDARG00000099517	adssl1	adenylosuccinate synthase like 1	407989
ENSDARG00000013382	cwc15	CWC15 spliceosome-associated protein homolog (S. cerevisiae)	415140
ENSDARG00000038566	gnptg	N-acetylglucosamine-1-phosphate transferase, gamma subunit	415147
ENSDARG00000091402	eif2b1	eukaryotic translation initiation factor 2B, subunit 1 alpha	415150
ENSDARG00000058219	tubd1	tubulin, delta 1	415183
ENSDARG00000054433	yipf6	Yip1 domain family, member 6	415186
ENSDARG00000020279	efcab7	EF-hand calcium binding domain 7	415210
ENSDARG00000001241	puf60b	poly-U binding splicing factor b	415211
ENSDARG00000028027	trim63a	tripartite motif containing 63a	415223
ENSDARG00000044241	dram2b	DNA-damage regulated autophagy modulator 2b	415225
ENSDARG00000033370	ppil3	peptidylprolyl isomerase (cyclophilin)-like 3	415236
ENSDARG00000034174	mrrf	mitochondrial ribosome recycling factor	431721
ENSDARG00000045706	tspan9b	tetraspanin 9b	431733
ENSDARG00000104571	gadd45ab	growth arrest and DNA-damage-inducible, alpha, b	431763
ENSDARG00000087188	nfil3-6	nuclear factor, interleukin 3 regulated, member 6	431765
ENSDARG00000018658	aar2	AAR2 splicing factor homolog (S. cerevisiae)	431768
ENSDARG00000026198	enoph1	enolase-phosphatase 1	431773
ENSDARG00000034178	cpsf1	cleavage and polyadenylation specific factor 1	432372
ENSDARG00000044276	spp1	secreted phosphoprotein 1	432385
ENSDARG00000041870	ift172	intraflagellar transport 172	432389
ENSDARG00000089354	tspan4a	tetraspanin 4a	436620
ENSDARG00000013776	thop1	thimet oligopeptidase 1	436628
ENSDARG00000027813	nus1	NUS1 dehydrodolichyl diphosphate synthase subunit	436629
ENSDARG00000016649	akr7a3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	436642
ENSDARG00000038567	tsr3	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)	436643
ENSDARG00000057630	galm	galactose mutarotase	436646
ENSDARG00000053485	aldh6a1	aldehyde dehydrogenase 6 family, member A1	436647
ENSDARG00000031776	zgc:92066	zgc:92066	436651
ENSDARG00000038693	gng7	guanine nucleotide binding protein (G protein), gamma 7	436670
ENSDARG00000019222	mrpl24	mitochondrial ribosomal protein L24	436674
ENSDARG00000025340	tusc2b	tumor suppressor candidate 2b	436675
ENSDARG00000070046	eny2	enhancer of yellow 2 homolog (Drosophila)	436700
ENSDARG00000089245	dusp23b	dual specificity phosphatase 23b	436735
ENSDARG00000058297	timm13	translocase of inner mitochondrial membrane 13 homolog (yeast)	436738
ENSDARG00000102590	polr3h	polymerase (RNA) III (DNA directed) polypeptide H	436749
ENSDARG00000003573	dctn5	dynactin 5	436770
ENSDARG00000035776	n6amt1	N-6 adenine-specific DNA methyltransferase 1 (putative)	436775
ENSDARG00000026281	lyrm1	LYR motif containing 1	436779
ENSDARG00000002690	rabif	RAB interacting factor	436784
ENSDARG00000016238	arl6ip5b	ADP-ribosylation factor-like 6 interacting protein 5b	436790
ENSDARG00000101259	hgh1	HGH1 homolog (S. cerevisiae)	436795
ENSDARG00000044402	nop16	NOP16 nucleolar protein homolog (yeast)	436807
ENSDARG00000027547	zgc:92789	zgc:92789	436818
ENSDARG00000046048	vapal	VAMP (vesicle-associated membrane protein)-associated protein A, like	436819
ENSDARG00000056510	gstk1	glutathione S-transferase kappa 1	436833
ENSDARG00000052712	suclg1	succinate-CoA ligase, alpha subunit	436850
ENSDARG00000057241	tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	436866
ENSDARG00000023591	nrbf2b	nuclear receptor binding factor 2b	436886
ENSDARG00000022183	gsto1	glutathione S-transferase omega 1	436894
ENSDARG00000038789	tmem53	transmembrane protein 53	436910
ENSDARG00000017728	phb2b	prohibitin 2b	436954
ENSDARG00000096829	blvrb	biliverdin reductase B	436959
ENSDARG00000035625	snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5)	436976
ENSDARG00000054540	imp4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	436992
ENSDARG00000089517	zgc:92594	zgc:92594	436996
ENSDARG00000088276	zgc:92591	zgc:92591	436997
ENSDARG00000035835	eef2k	eukaryotic elongation factor 2 kinase	437013
ENSDARG00000020595	gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like	442932
ENSDARG00000015394	thoc7	THO complex 7	445035
ENSDARG00000069734	zgc:92880	zgc:92880	445037
ENSDARG00000070539	arf3a	ADP-ribosylation factor 3a	445047
ENSDARG00000013749	zgc:92113	zgc:92113	445054
ENSDARG00000008811	cmtm3	CKLF-like MARVEL transmembrane domain containing 3	445074
ENSDARG00000040695	fkbp14	FK506 binding protein 14	445077
ENSDARG00000040538	spsb4b	splA/ryanodine receptor domain and SOCS box containing 4b	445080
ENSDARG00000014053	olfm1b	olfactomedin 1b	445092
ENSDARG00000012674	rpusd4	RNA pseudouridylate synthase domain containing 4	445101
ENSDARG00000007108	lipia	lipase, member Ia	445105
ENSDARG00000091771	lysmd2	LysM, putative peptidoglycan-binding, domain containing 2	445113
ENSDARG00000031814	dhrs13b	dehydrogenase/reductase (SDR family) member 13b	445116
ENSDARG00000038608	sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein	445129
ENSDARG00000051851	ctu2	cytosolic thiouridylase subunit 2 homolog (S. pombe)	445166
ENSDARG00000004618	stx2a	syntaxin 2a	445167
ENSDARG00000026183	polr2eb	polymerase (RNA) II (DNA directed) polypeptide E, b	445170
ENSDARG00000014995	jagn1b	jagunal homolog 1b	445190
ENSDARG00000043010	camk2d1	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta 1	445208
ENSDARG00000035907	fam49a	family with sequence similarity 49, member A	445212
ENSDARG00000033973	mrps23	mitochondrial ribosomal protein S23	445221
ENSDARG00000093007	mphosph6	M-phase phosphoprotein 6	445224
ENSDARG00000036811	ifrd2	interferon-related developmental regulator 2	445227
ENSDARG00000055635	crk	v-crk avian sarcoma virus CT10 oncogene homolog	445234
ENSDARG00000023989	pef1	penta-EF-hand domain containing 1	445249
ENSDARG00000009178	zfand1	zinc finger, AN1-type domain 1	445257
ENSDARG00000015315	psmc5	proteasome 26S subunit, ATPase 5	445285
ENSDARG00000015123	zgc:101000	zgc:101000	445317
ENSDARG00000021607	negr1	neuronal growth regulator 1	445374
ENSDARG00000025854	ddx51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	445387
ENSDARG00000077126	snrnp70	small nuclear ribonucleoprotein 70 (U1)	445398
ENSDARG00000020913	ddx56	DEAD (Asp-Glu-Ala-Asp) box helicase 56	445399
ENSDARG00000038737	phf20b	PHD finger protein 20, b	445482
ENSDARG00000044073	fuca2	fucosidase, alpha-L- 2, plasma	445487
ENSDARG00000044298	phax	phosphorylated adaptor for RNA export	445490
ENSDARG00000030139	sdhdb	succinate dehydrogenase complex, subunit D, integral membrane protein b	445500
ENSDARG00000041113	wdr18	WD repeat domain 18	445819
ENSDARG00000078592	nomo	nodal modulator	446115
ENSDARG00000037930	rnf113a	ring finger protein 113A	446116
ENSDARG00000034852	nt5c2l1	5'-nucleotidase, cytosolic II, like 1	447810
ENSDARG00000054362	ccdc47	coiled-coil domain containing 47	447812
ENSDARG00000016830	rimkla	ribosomal modification protein rimK-like family member A	447815
ENSDARG00000052783	cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3	447829
ENSDARG00000014179	pfkma	phosphofructokinase, muscle a	447836
ENSDARG00000105045	bmpr1ab	bone morphogenetic protein receptor, type IAb	447846
ENSDARG00000043554	mrpl40	mitochondrial ribosomal protein L40	447873
ENSDARG00000056583	ndufs6	NADH dehydrogenase (ubiquinone) Fe-S protein 6	447913
ENSDARG00000099667	snrpg	small nuclear ribonucleoprotein polypeptide G	447922
ENSDARG00000045141	aqp8a.1	aquaporin 8a, tandem duplicate 1	447923
ENSDARG00000075677	mrpl17	mitochondrial ribosomal protein L17	447945
ENSDARG00000069706	prmt6	protein arginine methyltransferase 6	448867
ENSDARG00000101116	vps33a	vacuolar protein sorting 33A	448942
ENSDARG00000007135	cnot3a	CCR4-NOT transcription complex, subunit 3a	449540
ENSDARG00000045999	saa	serum amyloid A	449557
ENSDARG00000036092	sdhaf3	succinate dehydrogenase complex assembly factor 3	449654
ENSDARG00000058285	cpt1b	carnitine palmitoyltransferase 1B (muscle)	449677
ENSDARG00000024141	cav3	caveolin 3	449679
ENSDARG00000098785	glrx3	glutaredoxin 3	449777
