userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000144057	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	84620	https://www.ncbi.nlm.nih.gov/gene/?term=84620
ENSG00000167244	IGF2	insulin like growth factor 2	3481	https://www.ncbi.nlm.nih.gov/gene/?term=3481
ENSG00000162687	KCNT2	potassium sodium-activated channel subfamily T member 2	343450	https://www.ncbi.nlm.nih.gov/gene/?term=343450
ENSG00000185432	METTL7A	methyltransferase like 7A	25840	https://www.ncbi.nlm.nih.gov/gene/?term=25840
ENSG00000151474	FRMD4A	FERM domain containing 4A	55691	https://www.ncbi.nlm.nih.gov/gene/?term=55691
ENSG00000092621	PHGDH	phosphoglycerate dehydrogenase	26227	https://www.ncbi.nlm.nih.gov/gene/?term=26227
ENSG00000140157	NIPA2	NIPA magnesium transporter 2	81614	https://www.ncbi.nlm.nih.gov/gene/?term=81614
ENSG00000143995	MEIS1	Meis homeobox 1	4211	https://www.ncbi.nlm.nih.gov/gene/?term=4211
ENSG00000137575	SDCBP	syndecan binding protein	6386	https://www.ncbi.nlm.nih.gov/gene/?term=6386
ENSG00000115896	PLCL1	phospholipase C like 1 (inactive)	5334	https://www.ncbi.nlm.nih.gov/gene/?term=5334
ENSG00000162493	PDPN	podoplanin	10630	https://www.ncbi.nlm.nih.gov/gene/?term=10630
ENSG00000110917	MLEC	malectin	9761	https://www.ncbi.nlm.nih.gov/gene/?term=9761
ENSG00000272886	DCP1A	decapping mRNA 1A	55802	https://www.ncbi.nlm.nih.gov/gene/?term=55802
ENSG00000223561	LOC646588	uncharacterized LOC646588	646588	https://www.ncbi.nlm.nih.gov/gene/?term=646588
ENSG00000006042	TMEM98	transmembrane protein 98	26022	https://www.ncbi.nlm.nih.gov/gene/?term=26022
ENSG00000161202	DVL3	dishevelled segment polarity protein 3	1857	https://www.ncbi.nlm.nih.gov/gene/?term=1857
ENSG00000073111	MCM2	minichromosome maintenance complex component 2	4171	https://www.ncbi.nlm.nih.gov/gene/?term=4171
ENSG00000105355	PLIN3	perilipin 3	10226	https://www.ncbi.nlm.nih.gov/gene/?term=10226
ENSG00000104490	NCALD	neurocalcin delta	83988	https://www.ncbi.nlm.nih.gov/gene/?term=83988
ENSG00000163545	NUAK2	NUAK family kinase 2	81788	https://www.ncbi.nlm.nih.gov/gene/?term=81788
ENSG00000174547	MRPL11	mitochondrial ribosomal protein L11	65003	https://www.ncbi.nlm.nih.gov/gene/?term=65003
ENSG00000135424	ITGA7	integrin subunit alpha 7	3679	https://www.ncbi.nlm.nih.gov/gene/?term=3679
ENSG00000137054	POLR1E	RNA polymerase I subunit E	64425	https://www.ncbi.nlm.nih.gov/gene/?term=64425
ENSG00000160299	PCNT	pericentrin	5116	https://www.ncbi.nlm.nih.gov/gene/?term=5116
ENSG00000175745	NR2F1	nuclear receptor subfamily 2 group F member 1	7025	https://www.ncbi.nlm.nih.gov/gene/?term=7025
ENSG00000185716	MOSMO	modulator of smoothened	730094	https://www.ncbi.nlm.nih.gov/gene/?term=730094
ENSG00000087245	MMP2	matrix metallopeptidase 2	4313	https://www.ncbi.nlm.nih.gov/gene/?term=4313
ENSG00000135446	CDK4	cyclin dependent kinase 4	1019	https://www.ncbi.nlm.nih.gov/gene/?term=1019
ENSG00000088882	CPXM1	carboxypeptidase X, M14 family member 1	56265	https://www.ncbi.nlm.nih.gov/gene/?term=56265
ENSG00000142173	COL6A2	collagen type VI alpha 2 chain	1292	https://www.ncbi.nlm.nih.gov/gene/?term=1292
ENSG00000106538	RARRES2	retinoic acid receptor responder 2	5919	https://www.ncbi.nlm.nih.gov/gene/?term=5919
ENSG00000115641	FHL2	four and a half LIM domains 2	2274	https://www.ncbi.nlm.nih.gov/gene/?term=2274
ENSG00000084628	NKAIN1	sodium/potassium transporting ATPase interacting 1	79570	https://www.ncbi.nlm.nih.gov/gene/?term=79570
ENSG00000120709	FAM53C	family with sequence similarity 53 member C	51307	https://www.ncbi.nlm.nih.gov/gene/?term=51307
ENSG00000131094	C1QL1	complement C1q like 1	10882	https://www.ncbi.nlm.nih.gov/gene/?term=10882
ENSG00000146938	NLGN4X	neuroligin 4 X-linked	57502	https://www.ncbi.nlm.nih.gov/gene/?term=57502
ENSG00000131773	KHDRBS3	KH RNA binding domain containing, signal transduction associated 3	10656	https://www.ncbi.nlm.nih.gov/gene/?term=10656
ENSG00000173272	MZT2A	mitotic spindle organizing protein 2A	653784	https://www.ncbi.nlm.nih.gov/gene/?term=653784
ENSG00000198130	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	26275	https://www.ncbi.nlm.nih.gov/gene/?term=26275
ENSG00000064999	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	23294	https://www.ncbi.nlm.nih.gov/gene/?term=23294
ENSG00000087338	GMCL1	germ cell-less, spermatogenesis associated 1	64395	https://www.ncbi.nlm.nih.gov/gene/?term=64395
ENSG00000112773	TENT5A	terminal nucleotidyltransferase 5A	55603	https://www.ncbi.nlm.nih.gov/gene/?term=55603
ENSG00000106333	PCOLCE	procollagen C-endopeptidase enhancer	5118	https://www.ncbi.nlm.nih.gov/gene/?term=5118
ENSG00000125743	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide	6633	https://www.ncbi.nlm.nih.gov/gene/?term=6633
ENSG00000170959	DCDC1	doublecortin domain containing 1	341019	https://www.ncbi.nlm.nih.gov/gene/?term=341019
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1	57820	https://www.ncbi.nlm.nih.gov/gene/?term=57820
ENSG00000122786	CALD1	caldesmon 1	800	https://www.ncbi.nlm.nih.gov/gene/?term=800
ENSG00000067141	NEO1	neogenin 1	4756	https://www.ncbi.nlm.nih.gov/gene/?term=4756
ENSG00000156171	DRAM2	DNA damage regulated autophagy modulator 2	128338	https://www.ncbi.nlm.nih.gov/gene/?term=128338
ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	471	https://www.ncbi.nlm.nih.gov/gene/?term=471
ENSG00000137154	RPS6	ribosomal protein S6	6194	https://www.ncbi.nlm.nih.gov/gene/?term=6194
ENSG00000100271	TTLL1	tubulin tyrosine ligase like 1	25809	https://www.ncbi.nlm.nih.gov/gene/?term=25809
ENSG00000125877	ITPA	inosine triphosphatase	3704	https://www.ncbi.nlm.nih.gov/gene/?term=3704
ENSG00000116962	NID1	nidogen 1	4811	https://www.ncbi.nlm.nih.gov/gene/?term=4811
ENSG00000152082	MZT2B	mitotic spindle organizing protein 2B	80097	https://www.ncbi.nlm.nih.gov/gene/?term=80097
ENSG00000204291	COL15A1	collagen type XV alpha 1 chain	1306	https://www.ncbi.nlm.nih.gov/gene/?term=1306
ENSG00000117479	SLC19A2	solute carrier family 19 member 2	10560	https://www.ncbi.nlm.nih.gov/gene/?term=10560
ENSG00000080608	PUM3	pumilio RNA binding family member 3	9933	https://www.ncbi.nlm.nih.gov/gene/?term=9933
ENSG00000141433	ADCYAP1	adenylate cyclase activating polypeptide 1	116	https://www.ncbi.nlm.nih.gov/gene/?term=116
ENSG00000100842	EFS	embryonal Fyn-associated substrate	10278	https://www.ncbi.nlm.nih.gov/gene/?term=10278
ENSG00000124749	COL21A1	collagen type XXI alpha 1 chain	81578	https://www.ncbi.nlm.nih.gov/gene/?term=81578
ENSG00000169093	ASMTL	acetylserotonin O-methyltransferase like	8623	https://www.ncbi.nlm.nih.gov/gene/?term=8623
ENSG00000121691	CAT	catalase	847	https://www.ncbi.nlm.nih.gov/gene/?term=847
ENSG00000153147	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	8467	https://www.ncbi.nlm.nih.gov/gene/?term=8467
ENSG00000126603	GLIS2	GLIS family zinc finger 2	84662	https://www.ncbi.nlm.nih.gov/gene/?term=84662
ENSG00000129187	DCTD	dCMP deaminase	1635	https://www.ncbi.nlm.nih.gov/gene/?term=1635
ENSG00000107186	MPDZ	multiple PDZ domain crumbs cell polarity complex component	8777	https://www.ncbi.nlm.nih.gov/gene/?term=8777
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1	5725	https://www.ncbi.nlm.nih.gov/gene/?term=5725
ENSG00000113721	PDGFRB	platelet derived growth factor receptor beta	5159	https://www.ncbi.nlm.nih.gov/gene/?term=5159
ENSG00000088970	KIZ	kizuna centrosomal protein	55857	https://www.ncbi.nlm.nih.gov/gene/?term=55857
ENSG00000123485	HJURP	Holliday junction recognition protein	55355	https://www.ncbi.nlm.nih.gov/gene/?term=55355
ENSG00000219438	FAM19A5	family with sequence similarity 19 member A5, C-C motif chemokine like	25817	https://www.ncbi.nlm.nih.gov/gene/?term=25817
ENSG00000260260	SNHG19	small nucleolar RNA host gene 19	100507303	https://www.ncbi.nlm.nih.gov/gene/?term=100507303
ENSG00000163785	RYK	receptor-like tyrosine kinase	6259	https://www.ncbi.nlm.nih.gov/gene/?term=6259
ENSG00000155893	PXYLP1	2-phosphoxylose phosphatase 1	92370	https://www.ncbi.nlm.nih.gov/gene/?term=92370
ENSG00000129195	PIMREG	PICALM interacting mitotic regulator	54478	https://www.ncbi.nlm.nih.gov/gene/?term=54478
ENSG00000071626	DAZAP1	DAZ associated protein 1	26528	https://www.ncbi.nlm.nih.gov/gene/?term=26528
ENSG00000142676	RPL11	ribosomal protein L11	6135	https://www.ncbi.nlm.nih.gov/gene/?term=6135
ENSG00000105373	NOP53	NOP53 ribosome biogenesis factor	29997	https://www.ncbi.nlm.nih.gov/gene/?term=29997
ENSG00000117525	F3	coagulation factor III, tissue factor	2152	https://www.ncbi.nlm.nih.gov/gene/?term=2152
ENSG00000100592	DAAM1	dishevelled associated activator of morphogenesis 1	23002	https://www.ncbi.nlm.nih.gov/gene/?term=23002
ENSG00000174136	RGMB	repulsive guidance molecule BMP co-receptor b	285704	https://www.ncbi.nlm.nih.gov/gene/?term=285704
ENSG00000104549	SQLE	squalene epoxidase	6713	https://www.ncbi.nlm.nih.gov/gene/?term=6713
ENSG00000006016	CRLF1	cytokine receptor like factor 1	9244	https://www.ncbi.nlm.nih.gov/gene/?term=9244
ENSG00000133112	TPT1	tumor protein, translationally-controlled 1	7178	https://www.ncbi.nlm.nih.gov/gene/?term=7178
ENSG00000084774	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790	https://www.ncbi.nlm.nih.gov/gene/?term=790
ENSG00000116574	RHOU	ras homolog family member U	58480	https://www.ncbi.nlm.nih.gov/gene/?term=58480
ENSG00000173113	TRMT112	tRNA methyltransferase subunit 11-2	51504	https://www.ncbi.nlm.nih.gov/gene/?term=51504
ENSG00000134874	DZIP1	DAZ interacting zinc finger protein 1	22873	https://www.ncbi.nlm.nih.gov/gene/?term=22873
ENSG00000213923	CSNK1E	casein kinase 1 epsilon	1454	https://www.ncbi.nlm.nih.gov/gene/?term=1454
ENSG00000181163	NPM1	nucleophosmin 1	4869	https://www.ncbi.nlm.nih.gov/gene/?term=4869
ENSG00000101224	CDC25B	cell division cycle 25B	994	https://www.ncbi.nlm.nih.gov/gene/?term=994
ENSG00000196361	ELAVL3	ELAV like RNA binding protein 3	1995	https://www.ncbi.nlm.nih.gov/gene/?term=1995
ENSG00000164292	RHOBTB3	Rho related BTB domain containing 3	22836	https://www.ncbi.nlm.nih.gov/gene/?term=22836
ENSG00000239911	PRKAG2-AS1	PRKAG2 antisense RNA 1	100505483	https://www.ncbi.nlm.nih.gov/gene/?term=100505483
ENSG00000123219	CENPK	centromere protein K	64105	https://www.ncbi.nlm.nih.gov/gene/?term=64105
ENSG00000015592	STMN4	stathmin 4	81551	https://www.ncbi.nlm.nih.gov/gene/?term=81551
ENSG00000131873	CHSY1	chondroitin sulfate synthase 1	22856	https://www.ncbi.nlm.nih.gov/gene/?term=22856
ENSG00000157542	KCNJ6	potassium voltage-gated channel subfamily J member 6	3763	https://www.ncbi.nlm.nih.gov/gene/?term=3763
ENSG00000130522	JUND	JunD proto-oncogene, AP-1 transcription factor subunit	3727	https://www.ncbi.nlm.nih.gov/gene/?term=3727
ENSG00000105854	PON2	paraoxonase 2	5445	https://www.ncbi.nlm.nih.gov/gene/?term=5445
ENSG00000163659	TIPARP	TCDD inducible poly(ADP-ribose) polymerase	25976	https://www.ncbi.nlm.nih.gov/gene/?term=25976
ENSG00000163882	POLR2H	RNA polymerase II subunit H	5437	https://www.ncbi.nlm.nih.gov/gene/?term=5437
ENSG00000101265	RASSF2	Ras association domain family member 2	9770	https://www.ncbi.nlm.nih.gov/gene/?term=9770
ENSG00000135919	SERPINE2	serpin family E member 2	5270	https://www.ncbi.nlm.nih.gov/gene/?term=5270
ENSG00000106819	ASPN	asporin	54829	https://www.ncbi.nlm.nih.gov/gene/?term=54829
ENSG00000173706	HEG1	heart development protein with EGF like domains 1	57493	https://www.ncbi.nlm.nih.gov/gene/?term=57493
ENSG00000196576	PLXNB2	plexin B2	23654	https://www.ncbi.nlm.nih.gov/gene/?term=23654
ENSG00000165304	MELK	maternal embryonic leucine zipper kinase	9833	https://www.ncbi.nlm.nih.gov/gene/?term=9833
ENSG00000168887	C2orf68	chromosome 2 open reading frame 68	388969	https://www.ncbi.nlm.nih.gov/gene/?term=388969
ENSG00000115368	WDR75	WD repeat domain 75	84128	https://www.ncbi.nlm.nih.gov/gene/?term=84128
ENSG00000198604	BAZ1A	bromodomain adjacent to zinc finger domain 1A	11177	https://www.ncbi.nlm.nih.gov/gene/?term=11177
ENSG00000101333	PLCB4	phospholipase C beta 4	5332	https://www.ncbi.nlm.nih.gov/gene/?term=5332
ENSG00000179833	SERTAD2	SERTA domain containing 2	9792	https://www.ncbi.nlm.nih.gov/gene/?term=9792
ENSG00000053900	ANAPC4	anaphase promoting complex subunit 4	29945	https://www.ncbi.nlm.nih.gov/gene/?term=29945
ENSG00000128656	CHN1	chimerin 1	1123	https://www.ncbi.nlm.nih.gov/gene/?term=1123
ENSG00000096092	TMEM14A	transmembrane protein 14A	28978	https://www.ncbi.nlm.nih.gov/gene/?term=28978
ENSG00000171243	SOSTDC1	sclerostin domain containing 1	25928	https://www.ncbi.nlm.nih.gov/gene/?term=25928
ENSG00000145741	BTF3	basic transcription factor 3	689	https://www.ncbi.nlm.nih.gov/gene/?term=689
ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1	56922	https://www.ncbi.nlm.nih.gov/gene/?term=56922
ENSG00000163584	RPL22L1	ribosomal protein L22 like 1	200916	https://www.ncbi.nlm.nih.gov/gene/?term=200916
ENSG00000179772	FOXS1	forkhead box S1	2307	https://www.ncbi.nlm.nih.gov/gene/?term=2307
ENSG00000078098	FAP	fibroblast activation protein alpha	2191	https://www.ncbi.nlm.nih.gov/gene/?term=2191
ENSG00000165322	ARHGAP12	Rho GTPase activating protein 12	94134	https://www.ncbi.nlm.nih.gov/gene/?term=94134
ENSG00000185551	NR2F2	nuclear receptor subfamily 2 group F member 2	7026	https://www.ncbi.nlm.nih.gov/gene/?term=7026
ENSG00000132718	SYT11	synaptotagmin 11	23208	https://www.ncbi.nlm.nih.gov/gene/?term=23208
ENSG00000130255	RPL36	ribosomal protein L36	25873	https://www.ncbi.nlm.nih.gov/gene/?term=25873
ENSG00000145685	LHFPL2	LHFPL tetraspan subfamily member 2	10184	https://www.ncbi.nlm.nih.gov/gene/?term=10184
ENSG00000105193	RPS16	ribosomal protein S16	6217	https://www.ncbi.nlm.nih.gov/gene/?term=6217
ENSG00000100979	PLTP	phospholipid transfer protein	5360	https://www.ncbi.nlm.nih.gov/gene/?term=5360
ENSG00000245532	NEAT1	nuclear paraspeckle assembly transcript 1	283131	https://www.ncbi.nlm.nih.gov/gene/?term=283131
ENSG00000109113	RAB34	RAB34, member RAS oncogene family	83871	https://www.ncbi.nlm.nih.gov/gene/?term=83871
ENSG00000109534	GAR1	GAR1 ribonucleoprotein	54433	https://www.ncbi.nlm.nih.gov/gene/?term=54433
ENSG00000155189	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	55326	https://www.ncbi.nlm.nih.gov/gene/?term=55326
ENSG00000105254	TBCB	tubulin folding cofactor B	1155	https://www.ncbi.nlm.nih.gov/gene/?term=1155
ENSG00000150938	CRIM1	cysteine rich transmembrane BMP regulator 1	51232	https://www.ncbi.nlm.nih.gov/gene/?term=51232
ENSG00000111716	LDHB	lactate dehydrogenase B	3945	https://www.ncbi.nlm.nih.gov/gene/?term=3945
ENSG00000013573	DDX11	DEAD/H-box helicase 11	1663	https://www.ncbi.nlm.nih.gov/gene/?term=1663
ENSG00000039560	RAI14	retinoic acid induced 14	26064	https://www.ncbi.nlm.nih.gov/gene/?term=26064
ENSG00000108518	PFN1	profilin 1	5216	https://www.ncbi.nlm.nih.gov/gene/?term=5216
ENSG00000138385	SSB	Sjogren syndrome antigen B	6741	https://www.ncbi.nlm.nih.gov/gene/?term=6741
ENSG00000164237	CMBL	carboxymethylenebutenolidase homolog	134147	https://www.ncbi.nlm.nih.gov/gene/?term=134147
ENSG00000169251	NMD3	NMD3 ribosome export adaptor	51068	https://www.ncbi.nlm.nih.gov/gene/?term=51068
ENSG00000130294	KIF1A	kinesin family member 1A	547	https://www.ncbi.nlm.nih.gov/gene/?term=547
ENSG00000147872	PLIN2	perilipin 2	123	https://www.ncbi.nlm.nih.gov/gene/?term=123
ENSG00000117862	TXNDC12	thioredoxin domain containing 12	51060	https://www.ncbi.nlm.nih.gov/gene/?term=51060
ENSG00000104529	EEF1D	eukaryotic translation elongation factor 1 delta	1936	https://www.ncbi.nlm.nih.gov/gene/?term=1936
ENSG00000147853	AK3	adenylate kinase 3	50808	https://www.ncbi.nlm.nih.gov/gene/?term=50808
ENSG00000110651	CD81	CD81 molecule	975	https://www.ncbi.nlm.nih.gov/gene/?term=975
ENSG00000168280	KIF5C	kinesin family member 5C	3800	https://www.ncbi.nlm.nih.gov/gene/?term=3800
ENSG00000228474	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	100128731	https://www.ncbi.nlm.nih.gov/gene/?term=100128731
ENSG00000164111	ANXA5	annexin A5	308	https://www.ncbi.nlm.nih.gov/gene/?term=308
ENSG00000186184	POLR1D	RNA polymerase I and III subunit D	51082	https://www.ncbi.nlm.nih.gov/gene/?term=51082
ENSG00000120057	SFRP5	secreted frizzled related protein 5	6425	https://www.ncbi.nlm.nih.gov/gene/?term=6425
ENSG00000169756	LIMS1	LIM zinc finger domain containing 1	3987	https://www.ncbi.nlm.nih.gov/gene/?term=3987
ENSG00000138080	EMILIN1	elastin microfibril interfacer 1	11117	https://www.ncbi.nlm.nih.gov/gene/?term=11117
ENSG00000041515	MYO16	myosin XVI	23026	https://www.ncbi.nlm.nih.gov/gene/?term=23026
ENSG00000101773	RBBP8	RB binding protein 8, endonuclease	5932	https://www.ncbi.nlm.nih.gov/gene/?term=5932
ENSG00000167081	PBX3	PBX homeobox 3	5090	https://www.ncbi.nlm.nih.gov/gene/?term=5090
ENSG00000185739	SRL	sarcalumenin	6345	https://www.ncbi.nlm.nih.gov/gene/?term=6345
ENSG00000131149	GSE1	Gse1 coiled-coil protein	23199	https://www.ncbi.nlm.nih.gov/gene/?term=23199
ENSG00000101150	TPD52L2	TPD52 like 2	7165	https://www.ncbi.nlm.nih.gov/gene/?term=7165
ENSG00000181722	ZBTB20	zinc finger and BTB domain containing 20	26137	https://www.ncbi.nlm.nih.gov/gene/?term=26137
ENSG00000120699	EXOSC8	exosome component 8	11340	https://www.ncbi.nlm.nih.gov/gene/?term=11340
ENSG00000148516	ZEB1	zinc finger E-box binding homeobox 1	6935	https://www.ncbi.nlm.nih.gov/gene/?term=6935
ENSG00000131981	LGALS3	galectin 3	3958	https://www.ncbi.nlm.nih.gov/gene/?term=3958
ENSG00000007372	PAX6	paired box 6	5080	https://www.ncbi.nlm.nih.gov/gene/?term=5080
ENSG00000084754	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	3030	https://www.ncbi.nlm.nih.gov/gene/?term=3030
ENSG00000105202	FBL	fibrillarin	2091	https://www.ncbi.nlm.nih.gov/gene/?term=2091
ENSG00000005448	WDR54	WD repeat domain 54	84058	https://www.ncbi.nlm.nih.gov/gene/?term=84058
ENSG00000214078	CPNE1	copine 1	8904	https://www.ncbi.nlm.nih.gov/gene/?term=8904
ENSG00000163918	RFC4	replication factor C subunit 4	5984	https://www.ncbi.nlm.nih.gov/gene/?term=5984
ENSG00000169594	BNC1	basonuclin 1	646	https://www.ncbi.nlm.nih.gov/gene/?term=646
ENSG00000169855	ROBO1	roundabout guidance receptor 1	6091	https://www.ncbi.nlm.nih.gov/gene/?term=6091
ENSG00000135185	TMEM243	transmembrane protein 243	79161	https://www.ncbi.nlm.nih.gov/gene/?term=79161
ENSG00000167964	RAB26	RAB26, member RAS oncogene family	25837	https://www.ncbi.nlm.nih.gov/gene/?term=25837
ENSG00000184517	ZFP1	ZFP1 zinc finger protein	162239	https://www.ncbi.nlm.nih.gov/gene/?term=162239
ENSG00000221983	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	7311	https://www.ncbi.nlm.nih.gov/gene/?term=7311
ENSG00000136051	WASHC4	WASH complex subunit 4	23325	https://www.ncbi.nlm.nih.gov/gene/?term=23325
ENSG00000174599	TRAM1L1	translocation associated membrane protein 1 like 1	133022	https://www.ncbi.nlm.nih.gov/gene/?term=133022
ENSG00000179051	RCC2	regulator of chromosome condensation 2	55920	https://www.ncbi.nlm.nih.gov/gene/?term=55920
ENSG00000165609	NUDT5	nudix hydrolase 5	11164	https://www.ncbi.nlm.nih.gov/gene/?term=11164
ENSG00000196531	NACA	nascent polypeptide associated complex subunit alpha	4666	https://www.ncbi.nlm.nih.gov/gene/?term=4666
ENSG00000115392	FANCL	FA complementation group L	55120	https://www.ncbi.nlm.nih.gov/gene/?term=55120
ENSG00000147854	UHRF2	ubiquitin like with PHD and ring finger domains 2	115426	https://www.ncbi.nlm.nih.gov/gene/?term=115426
ENSG00000108551	RASD1	ras related dexamethasone induced 1	51655	https://www.ncbi.nlm.nih.gov/gene/?term=51655
ENSG00000107341	UBE2R2	ubiquitin conjugating enzyme E2 R2	54926	https://www.ncbi.nlm.nih.gov/gene/?term=54926
ENSG00000159256	MORC3	MORC family CW-type zinc finger 3	23515	https://www.ncbi.nlm.nih.gov/gene/?term=23515
ENSG00000136738	STAM	signal transducing adaptor molecule	8027	https://www.ncbi.nlm.nih.gov/gene/?term=8027
ENSG00000182362	YBEY	ybeY metalloendoribonuclease	54059	https://www.ncbi.nlm.nih.gov/gene/?term=54059
ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	493	https://www.ncbi.nlm.nih.gov/gene/?term=493
ENSG00000182871	COL18A1	collagen type XVIII alpha 1 chain	80781	https://www.ncbi.nlm.nih.gov/gene/?term=80781
ENSG00000215021	PHB2	prohibitin 2	11331	https://www.ncbi.nlm.nih.gov/gene/?term=11331
ENSG00000197956	S100A6	S100 calcium binding protein A6	6277	https://www.ncbi.nlm.nih.gov/gene/?term=6277
ENSG00000172216	CEBPB	CCAAT enhancer binding protein beta	1051	https://www.ncbi.nlm.nih.gov/gene/?term=1051
ENSG00000188783	PRELP	proline and arginine rich end leucine rich repeat protein	5549	https://www.ncbi.nlm.nih.gov/gene/?term=5549
ENSG00000130175	PRKCSH	protein kinase C substrate 80K-H	5589	https://www.ncbi.nlm.nih.gov/gene/?term=5589
ENSG00000104899	AMH	anti-Mullerian hormone	268	https://www.ncbi.nlm.nih.gov/gene/?term=268
ENSG00000137106	GRHPR	glyoxylate and hydroxypyruvate reductase	9380	https://www.ncbi.nlm.nih.gov/gene/?term=9380
ENSG00000163482	STK36	serine/threonine kinase 36	27148	https://www.ncbi.nlm.nih.gov/gene/?term=27148
ENSG00000165424	ZCCHC24	zinc finger CCHC-type containing 24	219654	https://www.ncbi.nlm.nih.gov/gene/?term=219654
ENSG00000196230	TUBB	tubulin beta class I	203068	https://www.ncbi.nlm.nih.gov/gene/?term=203068
ENSG00000215218	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1	134111	https://www.ncbi.nlm.nih.gov/gene/?term=134111
ENSG00000172053	QARS	glutaminyl-tRNA synthetase	5859	https://www.ncbi.nlm.nih.gov/gene/?term=5859
ENSG00000097033	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	51100	https://www.ncbi.nlm.nih.gov/gene/?term=51100
ENSG00000044115	CTNNA1	catenin alpha 1	1495	https://www.ncbi.nlm.nih.gov/gene/?term=1495
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 translocation partner 3	863	https://www.ncbi.nlm.nih.gov/gene/?term=863
ENSG00000188643	S100A16	S100 calcium binding protein A16	140576	https://www.ncbi.nlm.nih.gov/gene/?term=140576
ENSG00000114021	NIT2	nitrilase family member 2	56954	https://www.ncbi.nlm.nih.gov/gene/?term=56954
ENSG00000163359	COL6A3	collagen type VI alpha 3 chain	1293	https://www.ncbi.nlm.nih.gov/gene/?term=1293
ENSG00000092010	PSME1	proteasome activator subunit 1	5720	https://www.ncbi.nlm.nih.gov/gene/?term=5720
ENSG00000175868	CALCB	calcitonin related polypeptide beta	797	https://www.ncbi.nlm.nih.gov/gene/?term=797
ENSG00000106341	PPP1R17	protein phosphatase 1 regulatory subunit 17	10842	https://www.ncbi.nlm.nih.gov/gene/?term=10842
ENSG00000117228	GBP1	guanylate binding protein 1	2633	https://www.ncbi.nlm.nih.gov/gene/?term=2633
ENSG00000091409	ITGA6	integrin subunit alpha 6	3655	https://www.ncbi.nlm.nih.gov/gene/?term=3655
ENSG00000185630	PBX1	PBX homeobox 1	5087	https://www.ncbi.nlm.nih.gov/gene/?term=5087
ENSG00000140538	NTRK3	neurotrophic receptor tyrosine kinase 3	4916	https://www.ncbi.nlm.nih.gov/gene/?term=4916
ENSG00000135404	CD63	CD63 molecule	967	https://www.ncbi.nlm.nih.gov/gene/?term=967
ENSG00000159403	C1R	complement C1r	715	https://www.ncbi.nlm.nih.gov/gene/?term=715
ENSG00000221978	CCNL2	cyclin L2	81669	https://www.ncbi.nlm.nih.gov/gene/?term=81669
ENSG00000100095	SEZ6L	seizure related 6 homolog like	23544	https://www.ncbi.nlm.nih.gov/gene/?term=23544
ENSG00000175063	UBE2C	ubiquitin conjugating enzyme E2 C	11065	https://www.ncbi.nlm.nih.gov/gene/?term=11065
ENSG00000142192	APP	amyloid beta precursor protein	351	https://www.ncbi.nlm.nih.gov/gene/?term=351
ENSG00000115963	RND3	Rho family GTPase 3	390	https://www.ncbi.nlm.nih.gov/gene/?term=390
ENSG00000164758	MED30	mediator complex subunit 30	90390	https://www.ncbi.nlm.nih.gov/gene/?term=90390
ENSG00000174953	DHX36	DEAH-box helicase 36	170506	https://www.ncbi.nlm.nih.gov/gene/?term=170506
ENSG00000105438	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945	https://www.ncbi.nlm.nih.gov/gene/?term=10945
ENSG00000164603	BMT2	base methyltransferase of 25S rRNA 2 homolog	154743	https://www.ncbi.nlm.nih.gov/gene/?term=154743
ENSG00000138095	LRPPRC	leucine rich pentatricopeptide repeat containing	10128	https://www.ncbi.nlm.nih.gov/gene/?term=10128
ENSG00000181458	TMEM45A	transmembrane protein 45A	55076	https://www.ncbi.nlm.nih.gov/gene/?term=55076
ENSG00000165283	STOML2	stomatin like 2	30968	https://www.ncbi.nlm.nih.gov/gene/?term=30968
ENSG00000113763	UNC5A	unc-5 netrin receptor A	90249	https://www.ncbi.nlm.nih.gov/gene/?term=90249
ENSG00000143222	UFC1	ubiquitin-fold modifier conjugating enzyme 1	51506	https://www.ncbi.nlm.nih.gov/gene/?term=51506
