userid	genesymbol	genename	entrezgene
ENSDARG00000058868	apc	adenomatous polyposis coli	386762
ENSDARG00000044167	padi2	peptidyl arginine deiminase, type II	386792
ENSDARG00000020232	eif6	eukaryotic translation initiation factor 6	386850
ENSDARG00000036967	smox	spermine oxidase	387290
ENSDARG00000031100	ivns1abpa	influenza virus NS1A binding protein a	387591
ENSDARG00000007092	xab2	XPA binding protein 2	387600
ENSDARG00000020986	ctu1	cytosolic thiouridylase subunit 1 homolog (S. pombe)	393098
ENSDARG00000043972	ppp2r3c	protein phosphatase 2, regulatory subunit B'', gamma	393100
ENSDARG00000098433	utp6	UTP6, small subunit (SSU) processome component, homolog (yeast)	393107
ENSDARG00000042978	cyp2p6	cytochrome P450, family 2, subfamily P, polypeptide 6	393108
ENSDARG00000052419	ankrd12	ankyrin repeat domain 12	393119
ENSDARG00000019581	uso1	USO1 vesicle transport factor	393124
ENSDARG00000004160	reep3b	receptor accessory protein 3b	393130
ENSDARG00000104177	cpne3	copine III	393136
ENSDARG00000020764	slmapb	sarcolemma associated protein b	393146
ENSDARG00000016255	chmp4ba	charged multivesicular body protein 4Ba	393164
ENSDARG00000042630	hebp2	heme binding protein 2	393167
ENSDARG00000044766	mitd1	MIT, microtubule interacting and transport, domain containing 1	393170
ENSDARG00000056984	rad9a	RAD9 checkpoint clamp component A	393176
ENSDARG00000002967	pdap1b	pdgfa associated protein 1b	393179
ENSDARG00000058746	ubap1	ubiquitin associated protein 1	393183
ENSDARG00000090219	wdr45	WD repeat domain 45	393200
ENSDARG00000036848	slc43a2a	solute carrier family 43 (amino acid system L transporter), member 2a	393221
ENSDARG00000079578	rbpms2b	RNA binding protein with multiple splicing 2b	393229
ENSDARG00000002298	ankrd22	ankyrin repeat domain 22	393244
ENSDARG00000098075	sh3bgrl3	SH3 domain binding glutamate-rich protein like 3	393248
ENSDARG00000025858	zgc:56525	zgc:56525	393249
ENSDARG00000013082	uap1l1	UDP-N-acetylglucosamine pyrophosphorylase 1, like 1	393264
ENSDARG00000007405	strap	serine/threonine kinase receptor associated protein	393274
ENSDARG00000069878	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5)	393282
ENSDARG00000023160	snrnp40	small nuclear ribonucleoprotein 40 (U5)	393292
ENSDARG00000028957	maff	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F	393307
ENSDARG00000045877	ube2nb	ubiquitin-conjugating enzyme E2Nb	393313
ENSDARG00000040286	ubl7b	ubiquitin-like 7b (bone marrow stromal cell-derived)	393331
ENSDARG00000005704	eps8l3b	EPS8-like 3b	393332
ENSDARG00000040657	wipi1	WD repeat domain, phosphoinositide interacting 1	393362
ENSDARG00000004525	zgc:63882	zgc:63882	393373
ENSDARG00000036040	atg13	ATG13 autophagy related 13 homolog (S. cerevisiae)	393405
ENSDARG00000016775	aqr	aquarius intron-binding spliceosomal factor	393436
ENSDARG00000016481	ptpn2a	protein tyrosine phosphatase, non-receptor type 2, a	393438
ENSDARG00000013317	pygmb	phosphorylase, glycogen, muscle b	393444
ENSDARG00000007449	slc25a39	solute carrier family 25, member 39	393458
ENSDARG00000051902	prmt7	protein arginine methyltransferase 7	393475
ENSDARG00000037860	cox6b2	cytochrome c oxidase subunit VIb polypeptide 2	393478
ENSDARG00000042777	ndufa11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11	393497
ENSDARG00000033436	mboat7	membrane bound O-acyltransferase domain containing 7	393509
ENSDARG00000001880	stx3a	syntaxin 3A	393515
ENSDARG00000051756	pdhx	pyruvate dehydrogenase complex, component X	393532
ENSDARG00000039400	polr1c	polymerase (RNA) I polypeptide C	393538
ENSDARG00000043581	gadd45aa	growth arrest and DNA-damage-inducible, alpha, a	393548
ENSDARG00000012892	ammecr1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 homolog (human)	393553
ENSDARG00000017388	gstt1b	glutathione S-transferase theta 1b	393556
ENSDARG00000079848	gmps	guanine monophosphate synthase	393559
ENSDARG00000055857	dopey2	dopey family member 2	393582
ENSDARG00000031098	timm50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	393638
ENSDARG00000045661	irf7	interferon regulatory factor 7	393650
ENSDARG00000098355	atp5h	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d	393675
ENSDARG00000013414	lin7a	lin-7 homolog A (C. elegans)	393682
ENSDARG00000014867	rpl8	ribosomal protein L8	393686
ENSDARG00000028889	ndufb10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10	393703
ENSDARG00000003151	skp1	S-phase kinase-associated protein 1	393716
ENSDARG00000013044	ndufv2	NADH dehydrogenase (ubiquinone) flavoprotein 2	393720
ENSDARG00000098588	gchfr	GTP cyclohydrolase I feedback regulator	393735
ENSDARG00000008706	paip2b	poly(A) binding protein interacting protein 2B	393739
ENSDARG00000059304	chchd2	coiled-coil-helix-coiled-coil-helix domain containing 2	393740
ENSDARG00000043359	rmnd5b	required for meiotic nuclear division 5 homolog B	393747
ENSDARG00000016676	gnao1a	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, a	393760
ENSDARG00000038076	romo1	reactive oxygen species modulator 1	393770
ENSDARG00000037259	ndufb6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6	393781
ENSDARG00000052625	fkbp1b	FK506 binding protein 1b	393785
ENSDARG00000056642	hdac9b	histone deacetylase 9b	393789
ENSDARG00000035719	arl5c	ADP-ribosylation factor-like 5C	393819
ENSDARG00000033789	ndufb7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7	393821
ENSDARG00000010113	ndufb8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8	393829
ENSDARG00000026801	stau2	staufen double-stranded RNA binding protein 2	393899
ENSDARG00000020497	rab7	RAB7, member RAS oncogene family	393902
ENSDARG00000031971	kdelc1	KDEL (Lys-Asp-Glu-Leu) containing 1	393905
ENSDARG00000012946	syap1	synapse associated protein 1	393916
ENSDARG00000016239	psmd13	proteasome 26S subunit, non-ATPase 13	393922
ENSDARG00000002271	zfand5b	zinc finger, AN1-type domain 5b	393923
ENSDARG00000102612	slc15a4	solute carrier family 15 (oligopeptide transporter), member 4	393932
ENSDARG00000069708	cdc34a	cell division cycle 34 homolog (S. cerevisiae) a	393933
ENSDARG00000021647	gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	393946
ENSDARG00000076526	gar1	GAR1 homolog, ribonucleoprotein	393950
ENSDARG00000011418	sigmar1	sigma non-opioid intracellular receptor 1	393952
ENSDARG00000041581	znf143b	zinc finger protein 143b	393954
ENSDARG00000037514	hdac3	histone deacetylase 3	393965
ENSDARG00000038074	ergic3	ERGIC and golgi 3	393990
ENSDARG00000090778	ttll1	tubulin tyrosine ligase-like family, member 1	393994
ENSDARG00000090585	gpc1b	glypican 1b	393995
ENSDARG00000010442	rnf11a	ring finger protein 11a	393996
ENSDARG00000013561	pgm1	phosphoglucomutase 1	394000
ENSDARG00000035427	surf6	surfeit 6	394040
ENSDARG00000002002	lmcd1	LIM and cysteine-rich domains 1	394045
ENSDARG00000018106	eif2b3	eukaryotic translation initiation factor 2B, subunit 3 gamma	394049
ENSDARG00000104555	sh2d3cb	SH2 domain containing 3Cb	394051
ENSDARG00000102978	eif4a3	eukaryotic translation initiation factor 4A3	394053
ENSDARG00000045680	tnpo3	transportin 3	394062
ENSDARG00000003200	foxm1	forkhead box M1	394072
ENSDARG00000035324	hnrpl	heterogeneous nuclear ribonucleoprotein L	394074
ENSDARG00000045172	minpp1b	multiple inositol-polyphosphate phosphatase 1b	394075
ENSDARG00000054578	arl6ip1	ADP-ribosylation factor-like 6 interacting protein 1	394087
ENSDARG00000010789	homer3	homer scaffolding protein 3	394088
ENSDARG00000027803	sbds	Shwachman-Bodian-Diamond syndrome	394096
ENSDARG00000011545	arrb2b	arrestin, beta 2b	394099
ENSDARG00000011555	spag7	sperm associated antigen 7	394100
ENSDARG00000016375	asns	asparagine synthetase	394138
ENSDARG00000044688	dusp4	dual specificity phosphatase 4	394146
ENSDARG00000020544	rem1	RAS (RAD and GEM)-like GTP-binding 1	394149
ENSDARG00000017775	atp5g3a	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9), genome duplicate a	394151
ENSDARG00000012295	bcs1l	BC1 (ubiquinol-cytochrome c reductase) synthesis-like	394157
ENSDARG00000012572	polr3f	polymerase (RNA) III (DNA directed) polypeptide F	394162
ENSDARG00000056601	plekha3	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3	394182
ENSDARG00000021220	hmgcl	3-hydroxymethyl-3-methylglutaryl-CoA lyase	394190
ENSDARG00000008383	arpc1a	actin related protein 2/3 complex, subunit 1A	394243
ENSDARG00000037203	insig2	insulin induced gene 2	399645
ENSDARG00000039130	cdkn3	cyclin-dependent kinase inhibitor 3	402796
ENSDARG00000075380	kri1	KRI1 homolog	402800
ENSDARG00000003757	cnpy1	canopy1	402819
ENSDARG00000037867	atp5j2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2	402883
ENSDARG00000005799	smim14	small integral membrane protein 14	402894
ENSDARG00000056307	znf706	zinc finger protein 706	402905
ENSDARG00000071116	eepd1	endonuclease/exonuclease/phosphatase family domain containing 1	402965
ENSDARG00000011125	snrpb	small nuclear ribonucleoprotein polypeptides B and B1	402966
ENSDARG00000004724	tcea3	transcription elongation factor A (SII), 3	402983
ENSDARG00000011740	u2af2b	U2 small nuclear RNA auxiliary factor 2b	402989
ENSDARG00000044685	nr0b2a	nuclear receptor subfamily 0, group B, member 2a	403010
ENSDARG00000051857	tes	testis derived transcript (3 LIM domains)	403032
ENSDARG00000023062	zgc:85866	cysteine-rich, angiogenic inducer, 61	403033
ENSDARG00000054533	araf	A-Raf proto-oncogene, serine/threonine kinase	403063
ENSDARG00000003259	loxa	lysyl oxidase a	404621
ENSDARG00000027491	uros	uroporphyrinogen III synthase	404731
ENSDARG00000045143	hbbe2	hemoglobin beta embryonic-2	405772
ENSDARG00000091555	ostf1	osteoclast stimulating factor 1	405783
ENSDARG00000016233	sdr16c5a	short chain dehydrogenase/reductase family 16C, member 5a	405814
ENSDARG00000018593	parp16	poly (ADP-ribose) polymerase family, member 16	405842
ENSDARG00000038910	pccb	propionyl CoA carboxylase, beta polypeptide	405861
ENSDARG00000038000	crls1	cardiolipin synthase 1	405867
ENSDARG00000012591	pdcd10b	programmed cell death 10b	405869
ENSDARG00000039667	mrpl38	mitochondrial ribosomal protein L38	405881
ENSDARG00000100588	rpl36	ribosomal protein L36	405888
ENSDARG00000041232	rps29	ribosomal protein S29	405889
ENSDARG00000036721	tomm40l	translocase of outer mitochondrial membrane 40 homolog, like	405895
ENSDARG00000051916	cdk7	cyclin-dependent kinase 7	405897
ENSDARG00000021372	tob1b	transducer of ERBB2, 1b	406245
ENSDARG00000011613	rbm39a	RNA binding motif protein 39a	406251
ENSDARG00000053912	fbl	fibrillarin	406275
ENSDARG00000020311	cnih1	cornichon family AMPA receptor auxiliary protein 1	406282
ENSDARG00000038900	acadm	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	406283
ENSDARG00000056473	chaf1b	chromatin assembly factor 1, subunit B	406285
ENSDARG00000023394	slc37a2	solute carrier family 37 (glucose-6-phosphate transporter), member 2	406287
ENSDARG00000019332	ndufb4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4	406306
ENSDARG00000103163	tomm20a	translocase of outer mitochondrial membrane 20	406309
ENSDARG00000032997	rnf185	ring finger protein 185	406310
ENSDARG00000007216	abce1	ATP-binding cassette, sub-family E (OABP), member 1	406324
ENSDARG00000037559	uba1	ubiquitin-like modifier activating enzyme 1	406335
ENSDARG00000029292	zgc:55943	zgc:55943	406337
ENSDARG00000100515	dusp1	dual specificity phosphatase 1	406340
ENSDARG00000100741	cdc20	cell division cycle 20 homolog	406353
ENSDARG00000103404	uchl5	ubiquitin carboxyl-terminal hydrolase L5	406357
ENSDARG00000098753	elmo1	engulfment and cell motility 1 (ced-12 homolog, C. elegans)	406364
ENSDARG00000101047	rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase	406376
ENSDARG00000043371	mdh2	malate dehydrogenase 2, NAD (mitochondrial)	406405
ENSDARG00000013732	vta1	vesicle (multivesicular body) trafficking 1	406414
ENSDARG00000009534	wls	wntless Wnt ligand secretion mediator	406420
ENSDARG00000021346	pdhb	pyruvate dehydrogenase (lipoamide) beta	406428
ENSDARG00000033971	prrx1a	paired related homeobox 1a	406431
ENSDARG00000020218	amfr	autocrine motility factor receptor, E3 ubiquitin protein ligase a	406442
ENSDARG00000037284	ptges3a	prostaglandin E synthase 3a (cytosolic)	406449
ENSDARG00000020114	slc20a1a	solute carrier family 20, member 1a	406458
ENSDARG00000013307	rpl19	ribosomal protein L19	406489
ENSDARG00000034470	aldoab	aldolase a, fructose-bisphosphate, b	406496
ENSDARG00000032708	arl4cb	ADP-ribosylation factor-like 4Cb	406531
ENSDARG00000006125	csnk1db	casein kinase 1, delta b	406533
ENSDARG00000013856	amy2a	amylase, alpha 2A (pancreatic)	406539
ENSDARG00000042534	rsrc2	arginine/serine-rich coiled-coil 2	406566
ENSDARG00000007603	stxbp2	syntaxin binding protein 2	406578
ENSDARG00000058148	dnajc7	DnaJ (Hsp40) homolog, subfamily C, member 7	406579
ENSDARG00000099241	ppp2cb	protein phosphatase 2, catalytic subunit, beta isozyme	406582
ENSDARG00000016156	fam53b	family with sequence similarity 53, member B	406586
ENSDARG00000099865	hnrnpabb	heterogeneous nuclear ribonucleoprotein A/Bb	406594
ENSDARG00000017757	pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma	406598
ENSDARG00000014313	atp5j	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6	406599
ENSDARG00000014428	ppp2r5d	protein phosphatase 2, regulatory subunit B', delta	406610
ENSDARG00000098635	irf2bp2b	interferon regulatory factor 2 binding protein 2b	406614
ENSDARG00000036942	gpd1c	glycerol-3-phosphate dehydrogenase 1c	406615
ENSDARG00000100363	dcun1d5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	406622
ENSDARG00000039150	lgmn	legumain	406625
ENSDARG00000018010	crtap	cartilage associated protein	406626
ENSDARG00000042069	pebp1	phosphatidylethanolamine binding protein 1	406627
ENSDARG00000033666	pi4k2a	phosphatidylinositol 4-kinase type 2 alpha	406667
ENSDARG00000025269	pdcd6ip	programmed cell death 6 interacting protein	406669
ENSDARG00000028614	mospd1	motile sperm domain containing 1	406678
ENSDARG00000053058	rps11	ribosomal protein S11	406686
ENSDARG00000010279	scamp2	secretory carrier membrane protein 2	406687
ENSDARG00000043209	nsun5	NOP2/Sun domain family, member 5	406690
ENSDARG00000030106	stmn4	stathmin-like 4	406710
ENSDARG00000039279	golga5	golgin A5	406720
ENSDARG00000087229	exoc7	exocyst complex component 7	406723
ENSDARG00000099499	ndufa4l	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4, like	406726
ENSDARG00000030573	nudt1	nudix (nucleoside diphosphate linked moiety X)-type motif 1	406727
ENSDARG00000045843	apex1	APEX nuclease (multifunctional DNA repair enzyme) 1	406730
ENSDARG00000013122	maf1	MAF1 homolog, negative regulator of RNA polymerase III	406750
ENSDARG00000103978	sh3bp5b	SH3-domain binding protein 5b (BTK-associated)	406767
ENSDARG00000045199	zgc:55262	zgc:55262	406768
ENSDARG00000044431	ppig	peptidylprolyl isomerase G (cyclophilin G)	406773
ENSDARG00000003808	aqp3a	aquaporin 3a	406777
ENSDARG00000012314	usp25	ubiquitin specific peptidase 25	406790
ENSDARG00000104372	gnb1b	guanine nucleotide binding protein (G protein), beta polypeptide 1b	406796
ENSDARG00000103553	sf3b3	splicing factor 3b, subunit 3	406824
ENSDARG00000023820	faxdc2	fatty acid hydroxylase domain containing 2	406828
ENSDARG00000019223	arglu1a	arginine and glutamate rich 1a	406834
ENSDARG00000036831	rnf41	ring finger protein 41	406837
ENSDARG00000002184	igbp1	immunoglobulin (CD79A) binding protein 1	406843
ENSDARG00000018022	msh2	mutS homolog 2 (E. coli)	406845
ENSDARG00000020926	creb3l3l	cAMP responsive element binding protein 3-like 3 like	406853
ENSDARG00000038185	gh1	growth hormone 1	407639
ENSDARG00000004171	rabac1	Rab acceptor 1 (prenylated)	407650
ENSDARG00000055996	rps8a	ribosomal protein S8a	407690
ENSDARG00000042535	actc1a	actin, alpha, cardiac muscle 1a	408256
ENSDARG00000004785	cops2	COP9 signalosome subunit 2	415145
ENSDARG00000038566	gnptg	N-acetylglucosamine-1-phosphate transferase, gamma subunit	415147
ENSDARG00000091402	eif2b1	eukaryotic translation initiation factor 2B, subunit 1 alpha	415150
ENSDARG00000054433	yipf6	Yip1 domain family, member 6	415186
ENSDARG00000015862	rpl5b	ribosomal protein L5b	415196
ENSDARG00000055903	luc7l	LUC7-like (S. cerevisiae)	415206
ENSDARG00000035573	zgc:86811	zgc:86811	415208
ENSDARG00000020279	efcab7	EF-hand calcium binding domain 7	415210
ENSDARG00000001241	puf60b	poly-U binding splicing factor b	415211
ENSDARG00000028027	trim63a	tripartite motif containing 63a	415223
ENSDARG00000044241	dram2b	DNA-damage regulated autophagy modulator 2b	415225
ENSDARG00000043509	rpl11	ribosomal protein L11	415229
ENSDARG00000033370	ppil3	peptidylprolyl isomerase (cyclophilin)-like 3	415236
ENSDARG00000041592	dcun1d2b	DCN1, defective in cullin neddylation 1, domain containing 2b	415246
ENSDARG00000104571	gadd45ab	growth arrest and DNA-damage-inducible, alpha, b	431763
ENSDARG00000087188	nfil3-6	nuclear factor, interleukin 3 regulated, member 6	431765
ENSDARG00000018658	aar2	AAR2 splicing factor homolog (S. cerevisiae)	431768
ENSDARG00000026198	enoph1	enolase-phosphatase 1	431773
ENSDARG00000044276	spp1	secreted phosphoprotein 1	432385
ENSDARG00000041870	ift172	intraflagellar transport 172	432389
ENSDARG00000038066	kpna2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	436607
ENSDARG00000005525	acy3.2	aspartoacylase (aminocyclase) 3, tandem duplicate 2	436619
ENSDARG00000089354	tspan4a	tetraspanin 4a	436620
ENSDARG00000016649	akr7a3	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)	436642
ENSDARG00000038567	tsr3	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)	436643
ENSDARG00000057630	galm	galactose mutarotase	436646
ENSDARG00000053485	aldh6a1	aldehyde dehydrogenase 6 family, member A1	436647
ENSDARG00000038693	gng7	guanine nucleotide binding protein (G protein), gamma 7	436670
ENSDARG00000104907	ing2	inhibitor of growth family, member 2	436721
ENSDARG00000058297	timm13	translocase of inner mitochondrial membrane 13 homolog (yeast)	436738
ENSDARG00000102590	polr3h	polymerase (RNA) III (DNA directed) polypeptide H	436749
ENSDARG00000016238	arl6ip5b	ADP-ribosylation factor-like 6 interacting protein 5b	436790
ENSDARG00000045543	atp6v1f	ATPase, H+ transporting, lysosomal, V1 subunit F	436799
ENSDARG00000044402	nop16	NOP16 nucleolar protein homolog (yeast)	436807
ENSDARG00000027547	zgc:92789	zgc:92789	436818
ENSDARG00000037855	taf11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor	436821
ENSDARG00000052712	suclg1	succinate-CoA ligase, alpha subunit	436850
ENSDARG00000057241	tnfsf10	tumor necrosis factor (ligand) superfamily, member 10	436866
ENSDARG00000023591	nrbf2b	nuclear receptor binding factor 2b	436886
ENSDARG00000022183	gsto1	glutathione S-transferase omega 1	436894
ENSDARG00000029443	zgc:92242	zgc:92242	436899
ENSDARG00000005104	limk2	LIM domain kinase 2	436924
ENSDARG00000017728	phb2b	prohibitin 2b	436954
ENSDARG00000096829	blvrb	biliverdin reductase B	436959
ENSDARG00000037883	prcp	prolylcarboxypeptidase (angiotensinase C)	436967
ENSDARG00000089517	zgc:92594	zgc:92594	436996
ENSDARG00000035835	eef2k	eukaryotic elongation factor 2 kinase	437013
ENSDARG00000020595	gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like	442932
ENSDARG00000104508	slc10a7	solute carrier family 10, member 7	445025
ENSDARG00000019778	rps6	ribosomal protein S6	445028
ENSDARG00000069734	zgc:92880	zgc:92880	445037
ENSDARG00000029533	rpl18	ribosomal protein L18	445038
ENSDARG00000070539	arf3a	ADP-ribosylation factor 3a	445047
ENSDARG00000013749	zgc:92113	zgc:92113	445054
ENSDARG00000008811	cmtm3	CKLF-like MARVEL transmembrane domain containing 3	445074
ENSDARG00000040695	fkbp14	FK506 binding protein 14	445077
ENSDARG00000040538	spsb4b	splA/ryanodine receptor domain and SOCS box containing 4b	445080
ENSDARG00000014053	olfm1b	olfactomedin 1b	445092
ENSDARG00000005023	fkbp9	FK506 binding protein 9	445126
ENSDARG00000038608	sdhc	succinate dehydrogenase complex, subunit C, integral membrane protein	445129
ENSDARG00000033376	chchd4a	coiled-coil-helix-coiled-coil-helix domain containing 4a	445144
ENSDARG00000051851	ctu2	cytosolic thiouridylase subunit 2 homolog (S. pombe)	445166
ENSDARG00000026183	polr2eb	polymerase (RNA) II (DNA directed) polypeptide E, b	445170
ENSDARG00000043010	camk2d1	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta 1	445208
ENSDARG00000035907	fam49a	family with sequence similarity 49, member A	445212
ENSDARG00000093007	mphosph6	M-phase phosphoprotein 6	445224
ENSDARG00000036811	ifrd2	interferon-related developmental regulator 2	445227
ENSDARG00000055635	crk	v-crk avian sarcoma virus CT10 oncogene homolog	445234
ENSDARG00000023989	pef1	penta-EF-hand domain containing 1	445249
ENSDARG00000022340	ufc1	ubiquitin-fold modifier conjugating enzyme 1	445256
ENSDARG00000015315	psmc5	proteasome 26S subunit, ATPase 5	445285
ENSDARG00000015123	zgc:101000	zgc:101000	445317
ENSDARG00000021607	negr1	neuronal growth regulator 1	445374
ENSDARG00000025854	ddx51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	445387
ENSDARG00000030139	sdhdb	succinate dehydrogenase complex, subunit D, integral membrane protein b	445500
ENSDARG00000041113	wdr18	WD repeat domain 18	445819
ENSDARG00000078592	nomo	nodal modulator	446115
ENSDARG00000034852	nt5c2l1	5'-nucleotidase, cytosolic II, like 1	447810
ENSDARG00000016830	rimkla	ribosomal modification protein rimK-like family member A	447815
ENSDARG00000014179	pfkma	phosphofructokinase, muscle a	447836
ENSDARG00000056583	ndufs6	NADH dehydrogenase (ubiquinone) Fe-S protein 6	447913
ENSDARG00000067981	zgc:103697	zgc:103697	447921
ENSDARG00000099667	snrpg	small nuclear ribonucleoprotein polypeptide G	447922
ENSDARG00000075677	mrpl17	mitochondrial ribosomal protein L17	447945
ENSDARG00000069706	prmt6	protein arginine methyltransferase 6	448867
ENSDARG00000101116	vps33a	vacuolar protein sorting 33A	448942
ENSDARG00000007135	cnot3a	CCR4-NOT transcription complex, subunit 3a	449540
ENSDARG00000007247	ric8a	RIC8 guanine nucleotide exchange factor A	449546
ENSDARG00000014690	rps4x	ribosomal protein S4, X-linked	449547
ENSDARG00000014746	rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1	449554
ENSDARG00000045999	saa	serum amyloid A	449557
ENSDARG00000013250	tars	threonyl-tRNA synthetase	449661
ENSDARG00000058285	cpt1b	carnitine palmitoyltransferase 1B (muscle)	449677
ENSDARG00000024141	cav3	caveolin 3	449679
ENSDARG00000036190	txnl4a	thioredoxin-like 4A	449780
ENSDARG00000033201	zgc:101840	zgc:101840	449795
ENSDARG00000086342	zgc:101566	zgc:101566	449823
ENSDARG00000102615	fra10ac1	FRA10A associated CGG repeat 1	449836
ENSDARG00000038030	rbx1	ring-box 1, E3 ubiquitin protein ligase	449846
ENSDARG00000015653	tnip1	TNFAIP3 interacting protein 1	449958
ENSDARG00000040443	polr2i	polymerase (RNA) II (DNA directed) polypeptide I	449992
ENSDARG00000004270	atl3	atlastin 3	449995
ENSDARG00000043003	pcyt2	phosphate cytidylyltransferase 2, ethanolamine	450016
ENSDARG00000070431	fip1l1b	FIP1 like 1b (S. cerevisiae)	450021
ENSDARG00000053395	cdkn2aipnl	CDKN2A interacting protein N-terminal like	450034
ENSDARG00000006392	exosc9	exosome component 9	450057
ENSDARG00000017781	hsd17b10	hydroxysteroid (17-beta) dehydrogenase 10	450078
ENSDARG00000024654	pgm3	phosphoglucomutase 3	474321
ENSDARG00000003169	magi1b	membrane associated guanylate kinase, WW and PDZ domain containing 1b	474349
ENSDARG00000044874	zgc:92107	zgc:92107	492329
ENSDARG00000070801	opa1	optic atrophy 1 (autosomal dominant)	492332
ENSDARG00000026941	fbxl4	F-box and leucine-rich repeat protein 4	492349
ENSDARG00000026322	dhrs13a.1	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 1	492491
ENSDARG00000011122	pptc7a	PTC7 protein phosphatase homolog a	492506
ENSDARG00000040453	wdfy2	WD repeat and FYVE domain containing 2	492636
ENSDARG00000035859	angptl4	angiopoietin-like 4	492647
ENSDARG00000057218	tbc1d15	TBC1 domain family, member 15	492676
ENSDARG00000052522	snx11	sorting nexin 11	492678
ENSDARG00000035056	fgf13a	fibroblast growth factor 13a	492758
ENSDARG00000004325	casp9	caspase 9, apoptosis-related cysteine peptidase	492763
ENSDARG00000038360	thg1l	tRNA-histidine guanylyltransferase 1-like	492814
ENSDARG00000032765	net1	neuroepithelial cell transforming 1	493607
ENSDARG00000037410	med28	mediator complex subunit 28	493610
ENSDARG00000089769	hapln1a	hyaluronan and proteoglycan link protein 1a	493635
ENSDARG00000015224	cd2ap	CD2-associated protein	494040
ENSDARG00000038879	ift80	intraflagellar transport 80 homolog (Chlamydomonas)	494082
ENSDARG00000057497	stk35l	serine/threonine kinase 35, like	494084
ENSDARG00000018485	cyp2v1	cytochrome P450, family 2, subfamily V, polypeptide 1	494153
ENSDARG00000100729	tln1	talin 1	494453
ENSDARG00000038577	cox6c	cytochrome c oxidase subunit VIc	494577
ENSDARG00000068265	tomm5	translocase of outer mitochondrial membrane 5 homolog (yeast)	497181
ENSDARG00000103370	lrrc8da	leucine rich repeat containing 8 family, member Da	497399
ENSDARG00000030449	crabp2b	cellular retinoic acid binding protein 2, b	503502
ENSDARG00000020979	fam65c	family with sequence similarity 65, member C	503535
ENSDARG00000025549	ndufaf1	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1	503714
ENSDARG00000011801	wars2	tryptophanyl tRNA synthetase 2, mitochondrial	503745
ENSDARG00000017014	ywhae2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 2	503763
ENSDARG00000039346	ndufa5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5	541328
ENSDARG00000091655	gcsha	glycine cleavage system protein H (aminomethyl carrier), a	541329
ENSDARG00000070723	ndufa9a	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9a	541331
ENSDARG00000034757	zdhhc2	zinc finger, DHHC-type containing 2	541365
ENSDARG00000098984	pid1	phosphotyrosine interaction domain containing 1	541377
ENSDARG00000102115	ndufc2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2	541390
ENSDARG00000035905	slc25a44b	solute carrier family 25, member 44 b	541392
ENSDARG00000032049	enah	enabled homolog (Drosophila)	541394
ENSDARG00000070358	smim12	small integral membrane protein 12	541401
ENSDARG00000078075	zgc:101577	zgc:101577	541415
ENSDARG00000036070	znrd1	zinc ribbon domain containing 1	541428
ENSDARG00000044142	acss1	acyl-CoA synthetase short-chain family member 1	541435
ENSDARG00000104637	fam219b	family with sequence similarity 219, member B	541542
ENSDARG00000028688	exosc2	exosome component 2	550234
ENSDARG00000104071	zgc:110091	zgc:110091	550239
